lat,long
-37.662298, 144.730412
-37.662298, 144.74175973
-37.662298, 144.75310746
-37.662298, 144.76445519
-37.662298, 144.77580293
-37.662298, 144.78715066
-37.662298, 144.79849839
-37.662298, 144.80984612
-37.662298, 144.82119385
-37.662298, 144.83254158
-37.662298, 144.84388931
-37.662298, 144.85523705
-37.662298, 144.86658478
-37.662298, 144.87793251
-37.662298, 144.88928024
-37.662298, 144.90062797
-37.662298, 144.9119757
-37.662298, 144.92332344
-37.662298, 144.93467117
-37.662298, 144.9460189
-37.662298, 144.95736663
-37.662298, 144.96871436
-37.662298, 144.98006209
-37.662298, 144.99140982
-37.662298, 145.00275756
-37.662298, 145.01410529
-37.662298, 145.02545302
-37.662298, 145.03680075
-37.662298, 145.04814848
-37.662298, 145.05949621
-37.662298, 145.07084394
-37.662298, 145.08219168
-37.662298, 145.09353941
-37.662298, 145.10488714
-37.662298, 145.11623487
-37.662298, 145.1275826
-37.662298, 145.13893033
-37.662298, 145.15027807
-37.662298, 145.1616258
-37.662298, 145.17297353
-37.662298, 145.18432126
-37.662298, 145.19566899
-37.662298, 145.20701672
-37.662298, 145.21836445
-37.662298, 145.22971219
-37.662298, 145.24105992
-37.662298, 145.25240765
-37.662298, 145.26375538
-37.662298, 145.27510311
-37.662298, 145.28645084
-37.662298, 145.29779857
-37.66865002, 144.73608587
-37.66865002, 144.7474336
-37.66865002, 144.75878133
-37.66865002, 144.77012906
-37.66865002, 144.78147679
-37.66865002, 144.79282452
-37.66865002, 144.80417225
-37.66865002, 144.81551999
-37.66865002, 144.82686772
-37.66865002, 144.83821545
-37.66865002, 144.84956318
-37.66865002, 144.86091091
-37.66865002, 144.87225864
-37.66865002, 144.88360638
-37.66865002, 144.89495411
-37.66865002, 144.90630184
-37.66865002, 144.91764957
-37.66865002, 144.9289973
-37.66865002, 144.94034503
-37.66865002, 144.95169276
-37.66865002, 144.9630405
-37.66865002, 144.97438823
-37.66865002, 144.98573596
-37.66865002, 144.99708369
-37.66865002, 145.00843142
-37.66865002, 145.01977915
-37.66865002, 145.03112688
-37.66865002, 145.04247462
-37.66865002, 145.05382235
-37.66865002, 145.06517008
-37.66865002, 145.07651781
-37.66865002, 145.08786554
-37.66865002, 145.09921327
-37.66865002, 145.11056101
-37.66865002, 145.12190874
-37.66865002, 145.13325647
-37.66865002, 145.1446042
-37.66865002, 145.15595193
-37.66865002, 145.16729966
-37.66865002, 145.17864739
-37.66865002, 145.18999513
-37.66865002, 145.20134286
-37.66865002, 145.21269059
-37.66865002, 145.22403832
-37.66865002, 145.23538605
-37.66865002, 145.24673378
-37.66865002, 145.25808151
-37.66865002, 145.26942925
-37.66865002, 145.28077698
-37.66865002, 145.29212471
-37.66865002, 145.30347244
-37.67500204, 144.730412
-37.67500204, 144.74175973
-37.67500204, 144.75310746
-37.67500204, 144.76445519
-37.67500204, 144.77580293
-37.67500204, 144.78715066
-37.67500204, 144.79849839
-37.67500204, 144.80984612
-37.67500204, 144.82119385
-37.67500204, 144.83254158
-37.67500204, 144.84388931
-37.67500204, 144.85523705
-37.67500204, 144.86658478
-37.67500204, 144.87793251
-37.67500204, 144.88928024
-37.67500204, 144.90062797
-37.67500204, 144.9119757
-37.67500204, 144.92332344
-37.67500204, 144.93467117
-37.67500204, 144.9460189
-37.67500204, 144.95736663
-37.67500204, 144.96871436
-37.67500204, 144.98006209
-37.67500204, 144.99140982
-37.67500204, 145.00275756
-37.67500204, 145.01410529
-37.67500204, 145.02545302
-37.67500204, 145.03680075
-37.67500204, 145.04814848
-37.67500204, 145.05949621
-37.67500204, 145.07084394
-37.67500204, 145.08219168
-37.67500204, 145.09353941
-37.67500204, 145.10488714
-37.67500204, 145.11623487
-37.67500204, 145.1275826
-37.67500204, 145.13893033
-37.67500204, 145.15027807
-37.67500204, 145.1616258
-37.67500204, 145.17297353
-37.67500204, 145.18432126
-37.67500204, 145.19566899
-37.67500204, 145.20701672
-37.67500204, 145.21836445
-37.67500204, 145.22971219
-37.67500204, 145.24105992
-37.67500204, 145.25240765
-37.67500204, 145.26375538
-37.67500204, 145.27510311
-37.67500204, 145.28645084
-37.67500204, 145.29779857
-37.68135406, 144.73608587
-37.68135406, 144.7474336
-37.68135406, 144.75878133
-37.68135406, 144.77012906
-37.68135406, 144.78147679
-37.68135406, 144.79282452
-37.68135406, 144.80417225
-37.68135406, 144.81551999
-37.68135406, 144.82686772
-37.68135406, 144.83821545
-37.68135406, 144.84956318
-37.68135406, 144.86091091
-37.68135406, 144.87225864
-37.68135406, 144.88360638
-37.68135406, 144.89495411
-37.68135406, 144.90630184
-37.68135406, 144.91764957
-37.68135406, 144.9289973
-37.68135406, 144.94034503
-37.68135406, 144.95169276
-37.68135406, 144.9630405
-37.68135406, 144.97438823
-37.68135406, 144.98573596
-37.68135406, 144.99708369
-37.68135406, 145.00843142
-37.68135406, 145.01977915
-37.68135406, 145.03112688
-37.68135406, 145.04247462
-37.68135406, 145.05382235
-37.68135406, 145.06517008
-37.68135406, 145.07651781
-37.68135406, 145.08786554
-37.68135406, 145.09921327
-37.68135406, 145.11056101
-37.68135406, 145.12190874
-37.68135406, 145.13325647
-37.68135406, 145.1446042
-37.68135406, 145.15595193
-37.68135406, 145.16729966
-37.68135406, 145.17864739
-37.68135406, 145.18999513
-37.68135406, 145.20134286
-37.68135406, 145.21269059
-37.68135406, 145.22403832
-37.68135406, 145.23538605
-37.68135406, 145.24673378
-37.68135406, 145.25808151
-37.68135406, 145.26942925
-37.68135406, 145.28077698
-37.68135406, 145.29212471
-37.68135406, 145.30347244
-37.68770608, 144.730412
-37.68770608, 144.74175973
-37.68770608, 144.75310746
-37.68770608, 144.76445519
-37.68770608, 144.77580293
-37.68770608, 144.78715066
-37.68770608, 144.79849839
-37.68770608, 144.80984612
-37.68770608, 144.82119385
-37.68770608, 144.83254158
-37.68770608, 144.84388931
-37.68770608, 144.85523705
-37.68770608, 144.86658478
-37.68770608, 144.87793251
-37.68770608, 144.88928024
-37.68770608, 144.90062797
-37.68770608, 144.9119757
-37.68770608, 144.92332344
-37.68770608, 144.93467117
-37.68770608, 144.9460189
-37.68770608, 144.95736663
-37.68770608, 144.96871436
-37.68770608, 144.98006209
-37.68770608, 144.99140982
-37.68770608, 145.00275756
-37.68770608, 145.01410529
-37.68770608, 145.02545302
-37.68770608, 145.03680075
-37.68770608, 145.04814848
-37.68770608, 145.05949621
-37.68770608, 145.07084394
-37.68770608, 145.08219168
-37.68770608, 145.09353941
-37.68770608, 145.10488714
-37.68770608, 145.11623487
-37.68770608, 145.1275826
-37.68770608, 145.13893033
-37.68770608, 145.15027807
-37.68770608, 145.1616258
-37.68770608, 145.17297353
-37.68770608, 145.18432126
-37.68770608, 145.19566899
-37.68770608, 145.20701672
-37.68770608, 145.21836445
-37.68770608, 145.22971219
-37.68770608, 145.24105992
-37.68770608, 145.25240765
-37.68770608, 145.26375538
-37.68770608, 145.27510311
-37.68770608, 145.28645084
-37.68770608, 145.29779857
-37.6940581, 144.73608587
-37.6940581, 144.7474336
-37.6940581, 144.75878133
-37.6940581, 144.77012906
-37.6940581, 144.78147679
-37.6940581, 144.79282452
-37.6940581, 144.80417225
-37.6940581, 144.81551999
-37.6940581, 144.82686772
-37.6940581, 144.83821545
-37.6940581, 144.84956318
-37.6940581, 144.86091091
-37.6940581, 144.87225864
-37.6940581, 144.88360638
-37.6940581, 144.89495411
-37.6940581, 144.90630184
-37.6940581, 144.91764957
-37.6940581, 144.9289973
-37.6940581, 144.94034503
-37.6940581, 144.95169276
-37.6940581, 144.9630405
-37.6940581, 144.97438823
-37.6940581, 144.98573596
-37.6940581, 144.99708369
-37.6940581, 145.00843142
-37.6940581, 145.01977915
-37.6940581, 145.03112688
-37.6940581, 145.04247462
-37.6940581, 145.05382235
-37.6940581, 145.06517008
-37.6940581, 145.07651781
-37.6940581, 145.08786554
-37.6940581, 145.09921327
-37.6940581, 145.11056101
-37.6940581, 145.12190874
-37.6940581, 145.13325647
-37.6940581, 145.1446042
-37.6940581, 145.15595193
-37.6940581, 145.16729966
-37.6940581, 145.17864739
-37.6940581, 145.18999513
-37.6940581, 145.20134286
-37.6940581, 145.21269059
-37.6940581, 145.22403832
-37.6940581, 145.23538605
-37.6940581, 145.24673378
-37.6940581, 145.25808151
-37.6940581, 145.26942925
-37.6940581, 145.28077698
-37.6940581, 145.29212471
-37.6940581, 145.30347244
-37.70041012, 144.730412
-37.70041012, 144.74175973
-37.70041012, 144.75310746
-37.70041012, 144.76445519
-37.70041012, 144.77580293
-37.70041012, 144.78715066
-37.70041012, 144.79849839
-37.70041012, 144.80984612
-37.70041012, 144.82119385
-37.70041012, 144.83254158
-37.70041012, 144.84388931
-37.70041012, 144.85523705
-37.70041012, 144.86658478
-37.70041012, 144.87793251
-37.70041012, 144.88928024
-37.70041012, 144.90062797
-37.70041012, 144.9119757
-37.70041012, 144.92332344
-37.70041012, 144.93467117
-37.70041012, 144.9460189
-37.70041012, 144.95736663
-37.70041012, 144.96871436
-37.70041012, 144.98006209
-37.70041012, 144.99140982
-37.70041012, 145.00275756
-37.70041012, 145.01410529
-37.70041012, 145.02545302
-37.70041012, 145.03680075
-37.70041012, 145.04814848
-37.70041012, 145.05949621
-37.70041012, 145.07084394
-37.70041012, 145.08219168
-37.70041012, 145.09353941
-37.70041012, 145.10488714
-37.70041012, 145.11623487
-37.70041012, 145.1275826
-37.70041012, 145.13893033
-37.70041012, 145.15027807
-37.70041012, 145.1616258
-37.70041012, 145.17297353
-37.70041012, 145.18432126
-37.70041012, 145.19566899
-37.70041012, 145.20701672
-37.70041012, 145.21836445
-37.70041012, 145.22971219
-37.70041012, 145.24105992
-37.70041012, 145.25240765
-37.70041012, 145.26375538
-37.70041012, 145.27510311
-37.70041012, 145.28645084
-37.70041012, 145.29779857
-37.70676213, 144.73608587
-37.70676213, 144.7474336
-37.70676213, 144.75878133
-37.70676213, 144.77012906
-37.70676213, 144.78147679
-37.70676213, 144.79282452
-37.70676213, 144.80417225
-37.70676213, 144.81551999
-37.70676213, 144.82686772
-37.70676213, 144.83821545
-37.70676213, 144.84956318
-37.70676213, 144.86091091
-37.70676213, 144.87225864
-37.70676213, 144.88360638
-37.70676213, 144.89495411
-37.70676213, 144.90630184
-37.70676213, 144.91764957
-37.70676213, 144.9289973
-37.70676213, 144.94034503
-37.70676213, 144.95169276
-37.70676213, 144.9630405
-37.70676213, 144.97438823
-37.70676213, 144.98573596
-37.70676213, 144.99708369
-37.70676213, 145.00843142
-37.70676213, 145.01977915
-37.70676213, 145.03112688
-37.70676213, 145.04247462
-37.70676213, 145.05382235
-37.70676213, 145.06517008
-37.70676213, 145.07651781
-37.70676213, 145.08786554
-37.70676213, 145.09921327
-37.70676213, 145.11056101
-37.70676213, 145.12190874
-37.70676213, 145.13325647
-37.70676213, 145.1446042
-37.70676213, 145.15595193
-37.70676213, 145.16729966
-37.70676213, 145.17864739
-37.70676213, 145.18999513
-37.70676213, 145.20134286
-37.70676213, 145.21269059
-37.70676213, 145.22403832
-37.70676213, 145.23538605
-37.70676213, 145.24673378
-37.70676213, 145.25808151
-37.70676213, 145.26942925
-37.70676213, 145.28077698
-37.70676213, 145.29212471
-37.70676213, 145.30347244
-37.71311415, 144.730412
-37.71311415, 144.74175973
-37.71311415, 144.75310746
-37.71311415, 144.76445519
-37.71311415, 144.77580293
-37.71311415, 144.78715066
-37.71311415, 144.79849839
-37.71311415, 144.80984612
-37.71311415, 144.82119385
-37.71311415, 144.83254158
-37.71311415, 144.84388931
-37.71311415, 144.85523705
-37.71311415, 144.86658478
-37.71311415, 144.87793251
-37.71311415, 144.88928024
-37.71311415, 144.90062797
-37.71311415, 144.9119757
-37.71311415, 144.92332344
-37.71311415, 144.93467117
-37.71311415, 144.9460189
-37.71311415, 144.95736663
-37.71311415, 144.96871436
-37.71311415, 144.98006209
-37.71311415, 144.99140982
-37.71311415, 145.00275756
-37.71311415, 145.01410529
-37.71311415, 145.02545302
-37.71311415, 145.03680075
-37.71311415, 145.04814848
-37.71311415, 145.05949621
-37.71311415, 145.07084394
-37.71311415, 145.08219168
-37.71311415, 145.09353941
-37.71311415, 145.10488714
-37.71311415, 145.11623487
-37.71311415, 145.1275826
-37.71311415, 145.13893033
-37.71311415, 145.15027807
-37.71311415, 145.1616258
-37.71311415, 145.17297353
-37.71311415, 145.18432126
-37.71311415, 145.19566899
-37.71311415, 145.20701672
-37.71311415, 145.21836445
-37.71311415, 145.22971219
-37.71311415, 145.24105992
-37.71311415, 145.25240765
-37.71311415, 145.26375538
-37.71311415, 145.27510311
-37.71311415, 145.28645084
-37.71311415, 145.29779857
-37.71946617, 144.73608587
-37.71946617, 144.7474336
-37.71946617, 144.75878133
-37.71946617, 144.77012906
-37.71946617, 144.78147679
-37.71946617, 144.79282452
-37.71946617, 144.80417225
-37.71946617, 144.81551999
-37.71946617, 144.82686772
-37.71946617, 144.83821545
-37.71946617, 144.84956318
-37.71946617, 144.86091091
-37.71946617, 144.87225864
-37.71946617, 144.88360638
-37.71946617, 144.89495411
-37.71946617, 144.90630184
-37.71946617, 144.91764957
-37.71946617, 144.9289973
-37.71946617, 144.94034503
-37.71946617, 144.95169276
-37.71946617, 144.9630405
-37.71946617, 144.97438823
-37.71946617, 144.98573596
-37.71946617, 144.99708369
-37.71946617, 145.00843142
-37.71946617, 145.01977915
-37.71946617, 145.03112688
-37.71946617, 145.04247462
-37.71946617, 145.05382235
-37.71946617, 145.06517008
-37.71946617, 145.07651781
-37.71946617, 145.08786554
-37.71946617, 145.09921327
-37.71946617, 145.11056101
-37.71946617, 145.12190874
-37.71946617, 145.13325647
-37.71946617, 145.1446042
-37.71946617, 145.15595193
-37.71946617, 145.16729966
-37.71946617, 145.17864739
-37.71946617, 145.18999513
-37.71946617, 145.20134286
-37.71946617, 145.21269059
-37.71946617, 145.22403832
-37.71946617, 145.23538605
-37.71946617, 145.24673378
-37.71946617, 145.25808151
-37.71946617, 145.26942925
-37.71946617, 145.28077698
-37.71946617, 145.29212471
-37.71946617, 145.30347244
-37.72581819, 144.730412
-37.72581819, 144.74175973
-37.72581819, 144.75310746
-37.72581819, 144.76445519
-37.72581819, 144.77580293
-37.72581819, 144.78715066
-37.72581819, 144.79849839
-37.72581819, 144.80984612
-37.72581819, 144.82119385
-37.72581819, 144.83254158
-37.72581819, 144.84388931
-37.72581819, 144.85523705
-37.72581819, 144.86658478
-37.72581819, 144.87793251
-37.72581819, 144.88928024
-37.72581819, 144.90062797
-37.72581819, 144.9119757
-37.72581819, 144.92332344
-37.72581819, 144.93467117
-37.72581819, 144.9460189
-37.72581819, 144.95736663
-37.72581819, 144.96871436
-37.72581819, 144.98006209
-37.72581819, 144.99140982
-37.72581819, 145.00275756
-37.72581819, 145.01410529
-37.72581819, 145.02545302
-37.72581819, 145.03680075
-37.72581819, 145.04814848
-37.72581819, 145.05949621
-37.72581819, 145.07084394
-37.72581819, 145.08219168
-37.72581819, 145.09353941
-37.72581819, 145.10488714
-37.72581819, 145.11623487
-37.72581819, 145.1275826
-37.72581819, 145.13893033
-37.72581819, 145.15027807
-37.72581819, 145.1616258
-37.72581819, 145.17297353
-37.72581819, 145.18432126
-37.72581819, 145.19566899
-37.72581819, 145.20701672
-37.72581819, 145.21836445
-37.72581819, 145.22971219
-37.72581819, 145.24105992
-37.72581819, 145.25240765
-37.72581819, 145.26375538
-37.72581819, 145.27510311
-37.72581819, 145.28645084
-37.72581819, 145.29779857
-37.73217021, 144.73608587
-37.73217021, 144.7474336
-37.73217021, 144.75878133
-37.73217021, 144.77012906
-37.73217021, 144.78147679
-37.73217021, 144.79282452
-37.73217021, 144.80417225
-37.73217021, 144.81551999
-37.73217021, 144.82686772
-37.73217021, 144.83821545
-37.73217021, 144.84956318
-37.73217021, 144.86091091
-37.73217021, 144.87225864
-37.73217021, 144.88360638
-37.73217021, 144.89495411
-37.73217021, 144.90630184
-37.73217021, 144.91764957
-37.73217021, 144.9289973
-37.73217021, 144.94034503
-37.73217021, 144.95169276
-37.73217021, 144.9630405
-37.73217021, 144.97438823
-37.73217021, 144.98573596
-37.73217021, 144.99708369
-37.73217021, 145.00843142
-37.73217021, 145.01977915
-37.73217021, 145.03112688
-37.73217021, 145.04247462
-37.73217021, 145.05382235
-37.73217021, 145.06517008
-37.73217021, 145.07651781
-37.73217021, 145.08786554
-37.73217021, 145.09921327
-37.73217021, 145.11056101
-37.73217021, 145.12190874
-37.73217021, 145.13325647
-37.73217021, 145.1446042
-37.73217021, 145.15595193
-37.73217021, 145.16729966
-37.73217021, 145.17864739
-37.73217021, 145.18999513
-37.73217021, 145.20134286
-37.73217021, 145.21269059
-37.73217021, 145.22403832
-37.73217021, 145.23538605
-37.73217021, 145.24673378
-37.73217021, 145.25808151
-37.73217021, 145.26942925
-37.73217021, 145.28077698
-37.73217021, 145.29212471
-37.73217021, 145.30347244
-37.73852223, 144.730412
-37.73852223, 144.74175973
-37.73852223, 144.75310746
-37.73852223, 144.76445519
-37.73852223, 144.77580293
-37.73852223, 144.78715066
-37.73852223, 144.79849839
-37.73852223, 144.80984612
-37.73852223, 144.82119385
-37.73852223, 144.83254158
-37.73852223, 144.84388931
-37.73852223, 144.85523705
-37.73852223, 144.86658478
-37.73852223, 144.87793251
-37.73852223, 144.88928024
-37.73852223, 144.90062797
-37.73852223, 144.9119757
-37.73852223, 144.92332344
-37.73852223, 144.93467117
-37.73852223, 144.9460189
-37.73852223, 144.95736663
-37.73852223, 144.96871436
-37.73852223, 144.98006209
-37.73852223, 144.99140982
-37.73852223, 145.00275756
-37.73852223, 145.01410529
-37.73852223, 145.02545302
-37.73852223, 145.03680075
-37.73852223, 145.04814848
-37.73852223, 145.05949621
-37.73852223, 145.07084394
-37.73852223, 145.08219168
-37.73852223, 145.09353941
-37.73852223, 145.10488714
-37.73852223, 145.11623487
-37.73852223, 145.1275826
-37.73852223, 145.13893033
-37.73852223, 145.15027807
-37.73852223, 145.1616258
-37.73852223, 145.17297353
-37.73852223, 145.18432126
-37.73852223, 145.19566899
-37.73852223, 145.20701672
-37.73852223, 145.21836445
-37.73852223, 145.22971219
-37.73852223, 145.24105992
-37.73852223, 145.25240765
-37.73852223, 145.26375538
-37.73852223, 145.27510311
-37.73852223, 145.28645084
-37.73852223, 145.29779857
-37.74487425, 144.73608587
-37.74487425, 144.7474336
-37.74487425, 144.75878133
-37.74487425, 144.77012906
-37.74487425, 144.78147679
-37.74487425, 144.79282452
-37.74487425, 144.80417225
-37.74487425, 144.81551999
-37.74487425, 144.82686772
-37.74487425, 144.83821545
-37.74487425, 144.84956318
-37.74487425, 144.86091091
-37.74487425, 144.87225864
-37.74487425, 144.88360638
-37.74487425, 144.89495411
-37.74487425, 144.90630184
-37.74487425, 144.91764957
-37.74487425, 144.9289973
-37.74487425, 144.94034503
-37.74487425, 144.95169276
-37.74487425, 144.9630405
-37.74487425, 144.97438823
-37.74487425, 144.98573596
-37.74487425, 144.99708369
-37.74487425, 145.00843142
-37.74487425, 145.01977915
-37.74487425, 145.03112688
-37.74487425, 145.04247462
-37.74487425, 145.05382235
-37.74487425, 145.06517008
-37.74487425, 145.07651781
-37.74487425, 145.08786554
-37.74487425, 145.09921327
-37.74487425, 145.11056101
-37.74487425, 145.12190874
-37.74487425, 145.13325647
-37.74487425, 145.1446042
-37.74487425, 145.15595193
-37.74487425, 145.16729966
-37.74487425, 145.17864739
-37.74487425, 145.18999513
-37.74487425, 145.20134286
-37.74487425, 145.21269059
-37.74487425, 145.22403832
-37.74487425, 145.23538605
-37.74487425, 145.24673378
-37.74487425, 145.25808151
-37.74487425, 145.26942925
-37.74487425, 145.28077698
-37.74487425, 145.29212471
-37.74487425, 145.30347244
-37.75122627, 144.730412
-37.75122627, 144.74175973
-37.75122627, 144.75310746
-37.75122627, 144.76445519
-37.75122627, 144.77580293
-37.75122627, 144.78715066
-37.75122627, 144.79849839
-37.75122627, 144.80984612
-37.75122627, 144.82119385
-37.75122627, 144.83254158
-37.75122627, 144.84388931
-37.75122627, 144.85523705
-37.75122627, 144.86658478
